## Unknown:

  AddingImageFallback__Feature_AddingImageFallback: 0
  AdditionalClocksSettings_BugFix: 58682398
  AdminFlowRejuv_AddDomainUserAndEditUser: 59359094
  AdminFlowRejuv_CreateVhdPrompt: 59783595
  AdminFlowRejuv_DevModeUnlock: 59693744
  AdminFlowRejuv_EnterProductKeyPage: 42733866
  AdminFlowRejuv_PhoneActivationPage: 42739800
  AdminFlowRejuv_RetailDemoConfirmPage: 44357190
  AdminFlowRejuv_TroubleshootActivation: 42739793
  AdvancedColorBrightnessSlider: 12259052
  AdvancedColorSettingsPage: 10834416
  AdvancedSystemSettingsPage: 59009713
  AdvancedSystemSettingsVirtualWorkspaces: 59008064
  AdvancedSystemSettingsWSL: 58182453
  AeroShakeEnabled: 29983356
  AgentLaunchers__Feature_AgentLaunchers: 0
  AgentUserConsentExperience_Wave2: 61095237
  AllowProcessingColorFiltersOnHardware: 39905418
  AlternateHomeExperience: 28261277
  AppAssociatedAgents__Feature_AppAssociatedAgents: 0
  AppExtensionSupport__Feature_AppExtensionSupport: 0
  AppRestorePlaceholders: 0
  Arm64XMatching: 0
  AskChatAgent_Shared__Feature_AskChatAgent_Shared: 0
  AskChatDismissDeferral__Feature_AskChatDismissDeferral: 0
  AskChatM365ColdBootFix__Feature_AskChatM365ColdBootFix: 0
  AskChatMenu__Feature_AskChatMenu: 0
  AskChatPromptBoxDefaultText__Feature_AskChatPromptBoxDefaultText: 0
  AskChatPromptBox_Undocked__Feature_AskChatPromptBox_Undocked: 0
  AsyncChatAgentQuery__Feature_AsyncChatAgentQuery: 0
  AsyncWorkFailFastFix: 56887419
  AttachEventHandlersBeforeVMInit__Feature_AttachEventHandlersBeforeVMInit: 0
  AutoHDRPerAppSettingVisibilityChange: 47285941
  AutoSR_2511D: 59707436
  AutoSR_2601: 59923166
  AutoSR_2602: 60524777
  AutoSR_2603: 60938008
  AutoSR_2604: 61169254
  AutoSR_SelfhostMode: 60704489
  AutomaticSignOnLockSetting: 11124079
  AvoidChatBoxLoadedCrashes__Feature_AvoidChatBoxLoadedCrashes: 0
  BPT_CD_BugFixes_2505: 56203695
  BTPanUI: 41540195
  BackgroundBackupRestoreHandler: 34875338
  BackupBannerL3Alerts: 43833074
  BackupButtonVisibleTrigger: 45276856
  BackupRestoreCoordinatorWait: 42865538
  BetterASUXPerfTestFixes__Feature_BetterASUXPerfTestFixes: 0
  BluetoothL2: 29881313
  BluetoothLEAudioCoordinatedSetUXImprovement: 46544283
  BluetoothLEAudioHearingAids: 35619499
  BluetoothUX_RadioWatcherExceptionFix__descriptor: 0
  BrailleComboboxError_36531822__descriptor: 0
  BreadCrumbBarMemoryLeak: 56788622
  Brightness_Slider_No_Effect_Fix: 43806405
  BrowserReplacement: 21167812
  BugFix52931714: 52931714
  Bugfix_58761460: 58761460
  Bugfix_59291947_58995668: 59291947
  CAF: 58213359
  CAI: 54475355
  CAMStorageDatabase: 54365364
  CAMStorageDatabase_Wave1: 55578545
  CAM_CUASupport: 56259352
  CAM_Hardening_Wave2: 57155061
  CAM_Hardening_Wave2_Frontload: 57805028
  CBFF: 58267509
  CBRS: 29855943
  CBSIF: 60153526
  CCA: 55390938
  CCFIMAAWTA: 60626390
  CCW: 45046901
  CESF: 58739770
  CFI: 60373825
  CFOWCF: 54551997
  CIISBF: 46351203
  CLBF: 56870836
  CMURI_60354066__Feature_CMURI_60354066: 0
  CM_OneClick: 57800637
  CNSMF: 58882138
  CPLMigration_ChangeAccountName: 59149945
  CTCFTest: 58660988
  CTPANBF: 57430479
  CTT: 55597855
  CUDIEX: 47796414
  CameraFix_61134827: 61134827
  CameraManagedModePolicy: 50446965
  CameraQI2511: 58293850
  CameraQI2602: 59784917
  CameraQI2605: 60749266
  CameraSH_52883745: 52883745
  CameraSH_59725183: 59725183
  CameraSH_59899798: 59899798
  CameraSH_60066505: 60066505
  CameraSH_61065723: 61065723
  CameraSH_61498013: 61498013
  CameraSH_LegacyMEPDetectionFix: 60541898
  CameraSettingsFOV2Fix: 59923383
  CheckConversationConnection__Feature_CheckConversationConnection: 0
  CleanupLockAppHasTimeouts: 56884305
  ClearCustomDictionaries: 60329345
  ClickToDoPenEdgy: 56031537
  CloudEyeControlSettingsRestore: 44647912
  CloudStore: 6201249
  CloudStoreMultipleDisplaySettings: 38858566
  ColorProfileAfterHibernate: 54267862
  ColorProfileSettingAddProfileFix: 54477555
  ColorProfileSettingFilterFix: 59249206
  ColorProfileSettingWNFunsubscriptionFix: 41550632
  ColorProfileSettingsAddCloneModeAndGroupPolicyInfoBar: 57119860
  ColorProfileSettingsClass: 45173691
  ColorProfileSettingsNullSingletonCheckFix: 61029354
  CommandMultilingualSupport: 59065581
  CommandMultilingualSupport_DropdownSettingsFix: 60518723
  CommandNavigation: 57610479
  CommandSearchCameraListHandlerChanges: 60707766
  CommandSearchWifi_NavigationFix: 59835106
  CommandSettingsCameraSettingsSupport: 60807774
  CommandSettingsSearchApplyUndoForActionButton: 61178016
  CommandSettingsSearchApplyUndoLogicUpdate: 60479342
  CommandsRecommendedCardsPerformanceImprovement: 60448530
  CommandsUxNotRefreshingCorefix: 56861570
  CompanionsDMAFix__descriptor: 0
  CompatMatchingContainment: 0
  CompatPreallocatedVelocity55922052: 0
  CompatPreallocatedVelocity55922053: 0
  CompatPreallocatedVelocity55922054: 0
  CompatPreallocatedVelocity55922055: 0
  CompatPreallocatedVelocity55922056: 0
  CompatPreallocatedVelocity55922057: 0
  CompatPreallocatedVelocity55922058: 0
  CompatPreallocatedVelocity55922060: 0
  CompatPreallocatedVelocity55922061: 0
  CompatPreallocatedVelocity55922062: 0
  CompatPreallocatedVelocity55922063: 0
  CompatPreallocatedVelocity55922064: 0
  CompatPreallocatedVelocity55922065: 0
  CompatPreallocatedVelocity55922067: 0
  CompatPreallocatedVelocity55922068: 0
  CompatPreallocatedVelocity55922069: 0
  CompatPreallocatedVelocity55922070: 0
  CompatPreallocatedVelocity55922071: 0
  CompatPreallocatedVelocity55922072: 0
  CompatPreallocatedVelocity55922073: 0
  CompatPreallocatedVelocity55922074: 0
  CompatPreallocatedVelocity55922075: 0
  CompatPreallocatedVelocity55922076: 0
  CompatPreallocatedVelocity55922077: 0
  CompatPreallocatedVelocity55922078: 0
  ConfigureTaskbarSmallButtonsPolicy: 58306687
  ConsentFlow_GA__Feature_ConsentFlow_GA: 0
  Consent_Core: 44755019
  ContentDeliveryPolicyRestrictions: 4877938
  ConvertUnits_2601Fixes__Feature_ConvertUnits_2601Fixes: 0
  CorrectSizeWithFilterAndSort: 61280823
  CortanaWindowsSearchSettings: 12716999
  CredUI_Support_For_MulColSVG: 52757074
  CuratedActionsCachingImprovement__Feature_CuratedActionsCachingImprovement: 0
  CuratedActions__Feature_CuratedActions: 0
  CustomTextActionEntityManualCuration__Feature_CustomTextActionEntityManualCuration: 0
  DICFO: 60387398
  DITest: 27924095
  DL58267129: 58267129
  DL60708866: 60708866
  DTBF_60535942: 60535942
  DTF_Test: 45624564
  DTRPH_61034372: 61034372
  DTSM_Test: 60974464
  DTS_Test: 59277861
  DataFetchFailedSafeCheck__Feature_DataFetchFailedSafeCheck: 0
  Dcr_24_04_NonSec__descriptor: 0
  Dcr_Future__descriptor: 0
  DecoupledLanguageAndKeyboardSettings: 0
  DefaultIdSupport: 0
  DefaultIdSupport__Feature_DefaultIdSupport: 0
  DefaultUserOobe_ShellHost__Feature_DefaultUserOobe_ShellHost: 0
  DeleteMinuteZeroExperiences: 56347080
  DeprecatePeopleOnTaskbar: 47471671
  DesktopDWMCursor: 27829265
  DesktopSpotlight: 26008405
  DesktopSpotlightProtocolLaunchUri: 46616323
  DesktopSpotlightSystemSettingsPageTrigger: 38179238
  DesktopSpotlightUdk: 39880030
  DesktopSpotlightUserPersonalizationTelemetry: 59379552
  DeviceIntegrationPolicyWXH: 44740108
  DevicesCollection: 5348245
  DevicesFlowSettingsDeviceDiscovery: 5383254
  DimeOcdiSource__Feature_DimeOcdiSource: 0
  DisableAddAccountForFamilyNonOrg: 36660568
  DisableCrcChecksumBoot: 0
  DisableDesktopSpotlightOnFatalFailure: 43612613
  DisableLanguageAdminFlows: 57396743
  DisableOobePostGamepassExperimentation: 56099628
  DisableOobePostGamepassExperimentation__Feature_DisableOobePostGamepassExperimentation: 0
  DisableOobePostUserIntentExperimentation: 56099623
  DisableOobePostUserIntentExperimentation__Feature_DisableOobePostUserIntentExperimentation: 0
  DisplayAdapterProperties: 25806621
  DisplayBugBundle_2510: 58650682
  DisplayBugBundle_2511: 58650683
  DisplayBugBundle_2601: 59104222
  DisplayBugBundle_2602: 60133026
  DisplayBugBundle_2604: 61028582
  DisplayBugBundle_2605: 61028554
  DisplaySearchSettingsForStandardUsers: 49757605
  DisposeStreamingTextEntity__Feature_DisposeStreamingTextEntity: 0
  DoubleFreeGetAccountInfo_BugFix: 56589106
  DriveBasedNamespaceRestrictions: 24750601
  DynamicActionPillFocusStateBugFix__Feature_DynamicActionPillFocusStateBugFix: 0
  DynamicActionsChatSuggestions_Undocked__Feature_DynamicActionsChatSuggestions_Undocked: 0
  DynamicDeepLinkToAdvancedDisplaySettings: 40945441
  EAA_Bugfix_CaretOffset: 38922567
  ECU7096: 59997096
  ECU8397: 53788397
  EID: 48504539
  EMOFS: 58353533
  EPAFA: 59727865
  EPAT: 58353646
  EPDA: 46122933
  ERQuickActions: 59956305
  EUIThumbnailsForDestroyedTaskbar__descriptor: 0
  EarlyFrameShowBeforeInit__Feature_EarlyFrameShowBeforeInit: 0
  EaseOfAccessQuickSettings: 20782259
  EdgePinnedSecondaryTiles: 15920779
  EducationCloudDefaultPins: 10474832
  EmailAndAccountsStringsChanges: 44652844
  EnableDeveloperModeOnly__Feature_EnableDeveloperModeOnly: 0
  EnableOtsElevationToLaunchAppsViaProtocols: 43628864
  EnableUninstallSystemComponentsForDMARegions: 57623725
  EnhancedPalette: 30915588
  EnsureProcessPackageGraphApisPickCorrectInboxPackageAndRegisterIfNeededPublicApi: 57567053
  EnsureVerBlockCanHoldFixedInfo: 0
  EnterprisePinsOnPolicyRefresh: 57820177
  ErrorCodeGranularizationFODLPOC__descriptor: 0
  EssFprPeripherals: 61441697
  ExcludeUnresolvedAppsInPriorityNotifs: 58948408
  ExperimentOptIn: 40062046
  ExtendedUIXamlRefresh: 29532725
  ExternalBrightness: 12759424
  ExternalBrightness_UIErrorReporting: 54920936
  ExternalCuratedActionsIrisCampaign__Feature_ExternalCuratedActionsIrisCampaign: 0
  FDConversation__Feature_FDConversation: 0
  FDPAD: 55608277
  FECreateSmartActionsIfApplicableCrash: 57140242
  FE_PI_57775158: 57775158
  FE_PI_57843762: 57843762
  FE_PI_59383850: 59383850
  FE_SharedIXH: 45130483
  FI45690266: 45690266
  FI53638129: 53638129
  FNDBF: 61127736
  FaceDataRetention: 58840985
  FailedSearchScopeFetch_56757520: 56757520
  FeaturePreviewOptIn: 60911173
  FederatedAADWebSignInSV2: 33624936
  FileExplorer_GetListPerfImprovements__descriptor: 0
  FileStorageProviderSynchronization__Feature_FileStorageProviderSynchronization: 0
  FindMyPen: 11789752
  FixAppTerminatedTelemetry__Feature_FixAppTerminatedTelemetry: 0
  FixAskChatBoxLoaded__Feature_FixAskChatBoxLoaded: 0
  FixCleanupFlowNonElevatedState: 60879650
  FixConvertUnitsM365CopilotHandoff__Feature_FixConvertUnitsM365CopilotHandoff: 0
  FixCrashDueToRawPointer: 56918335
  FixCustomCursorResetCrash: 57094515
  FixFocusVisualError__Feature_FixFocusVisualError: 0
  FixHdrCertificationCollation: 61684207
  FixParametersAttributeLength: 54902123
  FixPenPressAndHoldToggle: 60490565
  FixRTL__Feature_FixRTL: 0
  FixRadialControllerTriggersLifetime: 52988769
  FixReentrancyIntoScreenSizeChanged: 58540400
  FixRegionPolicyEvaluatorTelemetry: 55239535
  FixResizeVolumeHangAfterCancel: 61344128
  FixSendToCopilotTelemetry__Feature_FixSendToCopilotTelemetry: 0
  FixSlideshowAfterFolderDeleted: 56366871
  FixStorageOpVhdNotAppearingForNonAdminUsers: 61175642
  FixTextInputThemeButtonReflow: 61032898
  FixTransitionFlash__Feature_FixTransitionFlash: 0
  FixUnicodeInAppManagerSummary__Feature_FixUnicodeInAppManagerSummary: 0
  FixUnicodeInTelemetry__Feature_FixUnicodeInTelemetry: 0
  FixVhdAndPoolModernAdminDialogHang: 61125667
  FixVolumePropertiesNavHangOnLargeVolumes: 54641841
  FixWV2InitTipTest__Feature_FixWV2InitTipTest: 0
  FlightingSSOCompliance__descriptor: 0
  Flighting_FixUnenrollCrash: 61097483
  Flighting_PageV3: 61157505
  FocusSettingRejuv: 35742169
  FocusWhenSwitchingDialogs: 56253267
  FontsPage_PreserveScrollOnFilter: 57946914
  FontsPage_UninstallDialogFix: 54099338
  FormatVolumeSupportedFileSystemCheck: 61124786
  FullTrustStartMenu: 49381526
  FullTrustUndockedSearchApp_Master: 57283410
  GE_EssentialsBundle_L: 58429066
  GE_EssentialsBundle_N: 58429068
  GE_EssentialsBundle_O: 58429071
  GIPKOR: 23660839
  GameInput_XInputExplorer: 58572000
  GamepadLegendEnabled: 56394444
  Gamepad_NexusImprovements: 56227077
  GatePerf: 54238000
  GenericActionAndTrigger: 7960589
  GenericWebAppTipLifetime__Feature_GenericWebAppTipLifetime: 0
  GetDSEViaRegkey__descriptor: 0
  GlobalDictionaryFix: 58305661
  GrantIsoEnvSidWinstaDesktopAccess: 61316099
  GraphicsCardInAbout: 60825171
  GraphicsSettings_CorruptionFixes__descriptor: 0
  HCSAS: 59827775
  HTTest: 31403504
  HVCZMTest: 31265023
  HVSTest: 31250948
  HVSUSSHTest: 32135017
  HandwritingPanel: 13126689
  HandwritingPanelSettings: 11430513
  HangDetectionOnDWMCallouts2: 57373702
  HangDetectionOnLogonUICallouts2: 57373699
  HardcodedChatSuggestionTelemetryClickedText__Feature_HardcodedChatSuggestionTelemetryClickedText: 0
  HdrBrightnessPolicy: 46377795
  HdrBrightnessPolicy_SupportCustom: 48566410
  HideAddDeviceIfBluetoothUnsupported: 41734715
  HideLottieFromNarrator__Feature_HideLottieFromNarrator: 0
  HighPowerDrainFMax: 57372467
  HolographicNotifications: 9666698
  HololensSharePickerFix: 52558470
  Home_YourDevice_ConsumerCard: 53343270
  Home_YourDevice_ConsumerCard_Signal_Config: 58224524
  HomepageCommercialSupport: 53281237
  HotkeyFix59991875__Feature_HotkeyFix59991875: 0
  HoverCards: 55754297
  ID44776738: 44776738
  ID45522024: 45522024
  ID47146776: 47146776
  ID47168973: 47168973
  ID47229774: 47229774
  ID47526251: 47526251
  ID49059846: 49059846
  ID49123463: 49123463
  ID50005657: 50005657
  ID52435335: 52435335
  ID52525627: 52525627
  ID53060104: 53060104
  ID53103819: 53103819
  ID54113335: 54113335
  ID55090619__Feature_ID55090619: 0
  ID55228396: 55228396
  ID56526787__Feature_ID56526787: 0
  ID56699092: 56699092
  ID56916126: 56916126
  ID57004263: 57004263
  ID57308850: 57308850
  ID57666987: 57666987
  ID57824352: 57824352
  ID57953834: 57953834
  ID58336780: 58336780
  ID58445622: 58445622
  ID58790537: 58790537
  ID59009605: 59009605
  ID59138840: 59138840
  ID59158808: 59158808
  ID59213523: 59213523
  ID59214605: 59214605
  ID59344626: 59344626
  ID59399909: 59399909
  ID59725166: 59725166
  ID59787121: 59787121
  ID60525241: 60525241
  ID60749181: 60749181
  ID61149245: 61149245
  IILSB: 56372985
  IMABFTest: 59151344
  IMATest: 55512263
  ISMResetCrashFix: 48755161
  ITMWF: 48187829
  IVCFTest: 57793144
  ImageUpdateOnThemeChanged__Feature_ImageUpdateOnThemeChanged: 0
  ImpB_WH_59294544: 59294544
  ImplVal: 54237993
  ImportantNotifications: 37691237
  InProgressNotifySCMDuringReindexAndCacheInitialize: 56489990
  IncludeDarwinMsiMspFileSizeInAllAppListSize: 61476898
  IncorrectCancelButtonNarratorInExtendedUI_37768488__descriptor: 0
  InputSupportForBcp47: 34762752
  InstalledVoicesRemovalSettingsFreezingBug: 55618220
  IntegratedServicesPolicyConsumeOOBECompleteSignal: 56679249
  IntegratedServicesPolicyControl: 43699941
  IntegratedServicesPolicyEnforcement: 44353396
  IntegratedServicesPolicyLicensingOverride: 51022630
  InvalidIteratorFix: 54457189
  IsImmersiveRemoteSessionPerfFix: 61119706
  IsoBrokerCommandLineSessions: 61647386
  IsoBrokerV3Apis: 60747656
  JxlPreviewImageDimensions: 60917167
  K2StartPerfAndReliability: 60878308
  KBL60828845: 60828845
  KSOD: 34912776
  KeyboardEnterSpaceIssueFix61009364__Feature_KeyboardEnterSpaceIssueFix61009364: 0
  KeyboardLegacyCplMigration: 48223870
  KeyboardSettings_InputProfileHotKeys: 57979372
  L2DisplayOnHover__Feature_L2DisplayOnHover: 0
  LCTest: 31072829
  LIACoreNavigationClient: 13186501
  LIF2: 52546549
  LLR: 29739188
  LSTTest: 44577490
  LTAR: 59759599
  LanguageTagFallbackBugFix61053694__Feature_LanguageTagFallbackBugFix61053694: 0
  LaunchUriForResultsNullPid: 60037838
  LauncherFixForFullTrustCallers: 52500631
  LegacyBaseline: 59425542
  LocalizationFixForOfString__Feature_LocalizationFixForOfString: 0
  LocalizationFixOfDetails__Feature_LocalizationFixOfDetails: 0
  Location_Fix_DeviceSwitchOverrideConsent: 60157094
  LockMultiAdaptiveCardStatus: 47921574
  LockReliability_UnlockIfLockAppDidntShow: 11670466
  LockStatusWeatherAdaptiveCard: 47921515
  LockStatusWeatherDeepLink: 47526873
  LockscreenBackupRestoreHandler: 36766132
  LogSkippedWebApps: 58705605
  LogSkippedWebApps__Feature_LogSkippedWebApps: 0
  LogonControllerAudioRelease: 57011691
  LogonUIAlwaysHangCaptured: 61208716
  LogonUINoUpdateUserInput: 30723191
  LogonUINotTerminatedIfBeingDebugged: 61347457
  LowLatencyProfile: 60716524
  LowLatencyProfileForApplicationLaunch: 61391826
  M365CopilotLanguageCheck__Feature_M365CopilotLanguageCheck: 0
  MA: 54148177
  MABF: 57163484
  MACFlyout: 31371065
  MCHWIF: 42593065
  MCPServerTool_Telemetry__Feature_MCPServerTool_Telemetry: 0
  MFACheckInClipRenew: 38124097
  MPAFCP: 58743488
  MSRC_OutofBound_DesktopTaskBarAdditionalClocks_BugFix: 61300427
  MTestAbSh1: 41799415
  MTestAbShMUS: 45582738
  MTestAbShRQI: 46816954
  MTestUx13: 39281392
  MTestUx15: 42105254
  MWTest: 27923976
  MainKey_ChatCompliance: 44520430
  ManifestBasedBackupRestore: 41560556
  MarkWinstaIOForAgentic: 57957199
  Mcp_ManifestVelocityFiltering__Feature_Mcp_ManifestVelocityFiltering: 0
  Mcp_UseSmallSessions__Feature_Mcp_UseSmallSessions: 0
  Mcp_Wave1_Docked: 60541453
  Mcp_Wave1_Docked__Feature_Mcp_Wave1_Docked: 0
  MediaQI2511: 58156969
  MediaQI2602: 59423145
  MediaQI2605: 60711085
  MercuryADEPTAppBackup: 41984359
  MercurySettingsStateCapture: 46619189
  Mercury_App_Backup_Shared: 42529603
  MinuteZeroExperiences: 8497738
  MissingMatcherBehaviorIgnoreAndDoNotCache: 0
